paper_id,split,sample_type,noise_mode,noise_source,num_noise_chunks,num_contexts,num_context_chunks_eval,num_documents_in_context,num_retrieved_chunks,num_relevant_chunks,num_chunks_total_in_paper,retrieval_hits@1,retrieval_precision@1,retrieval_recall@1,retrieval_hits@3,retrieval_precision@3,retrieval_recall@3,retrieval_hits@5,retrieval_precision@5,retrieval_recall@5,retrieval_hits@10,retrieval_precision@10,retrieval_recall@10,context_hits@1,context_precision@1,context_recall@1,context_hits@3,context_precision@3,context_recall@3,context_hits@5,context_precision@5,context_recall@5,context_hits@10,context_precision@10,context_recall@10,hits@1,precision@1,recall@1,hits@3,precision@3,recall@3,hits@5,precision@5,recall@5,hits@10,precision@10,recall@10,noise_ratio,model_label,train_setting,condition,reference,prediction,rouge1,rouge2,rougeL,bertscore_precision,bertscore_recall,bertscore_f1
test_0,test,clean,clean,none,0,3,3,1,3,49,49,1,1.0,0.02040816326530612,3,1.0,0.061224489795918366,3,1.0,0.061224489795918366,3,1.0,0.061224489795918366,1,1.0,0.02040816326530612,3,1.0,0.061224489795918366,3,1.0,0.061224489795918366,3,1.0,0.061224489795918366,1,1.0,0.02040816326530612,3,1.0,0.061224489795918366,3,1.0,0.061224489795918366,3,1.0,0.061224489795918366,0.0,pegasus_arxiv,clean_trained,clean,"the short - term periodicities of the daily sunspot area fluctuations from august 1923 to october 1933 are discussed . for these data 
 the correlative analysis indicates negative correlation for the periodicity of about @xmath0 days , but the power spectrum analysis indicates a statistically significant peak in this time interval . 
 a new method of the diagnosis of an echo - effect in spectrum is proposed and it is stated that the 155-day periodicity is a harmonic of the periodicities from the interval of @xmath1 $ ] days .    the autocorrelation functions for the daily sunspot area fluctuations and for the fluctuations of the one rotation time interval in the northern hemisphere , separately for the whole solar cycle 16 and for the maximum activity period of this cycle do not show differences , especially in the interval of @xmath2 $ ] days . 
 it proves against the thesis of the existence of strong positive fluctuations of the about @xmath0-day interval in the maximum activity period of the solar cycle 16 in the northern hemisphere . 
 however , a similar analysis for data from the southern hemisphere indicates that there is the periodicity of about @xmath0 days in sunspot area data in the maximum activity period of the cycle 16 only .",the sunspot activity time series of the period @xmath0 days is analyzed on the basis of the sdo / aia data. it is shown that the maximum activity period of cycle 16 is about @,0.22413793103448276,0.09565217391304347,0.1810344827586207,0.8708359003067017,0.802578866481781,0.8353153467178345
test_1,test,clean,clean,none,0,3,3,1,3,55,55,1,1.0,0.01818181818181818,3,1.0,0.05454545454545454,3,1.0,0.05454545454545454,3,1.0,0.05454545454545454,1,1.0,0.01818181818181818,3,1.0,0.05454545454545454,3,1.0,0.05454545454545454,3,1.0,0.05454545454545454,1,1.0,0.01818181818181818,3,1.0,0.05454545454545454,3,1.0,0.05454545454545454,3,1.0,0.05454545454545454,0.0,pegasus_arxiv,clean_trained,clean,"we study the detectability of circular polarization in a stochastic gravitational wave background from various sources such as supermassive black hole binaries , cosmic strings , and inflation in the early universe with pulsar timing arrays . 
 we calculate generalized overlap reduction functions for the circularly polarized stochastic gravitational wave background . 
 we find that the circular polarization can not be detected for an isotropic background . however , there is a chance to observe the circular polarization for an anisotropic gravitational wave background . 
 we also show how to separate polarized gravitational waves from unpolarized gravitational waves .","we study the auto - correlation of gravitational waves ( gws ) emitted by pulsars. we find that the correlation length @xmath0 of the gw emission is proportional to the inverse square of the pulsar spin period @xcite. this implies that the pulsar s spin period can be determined from the autocorrelation of the gravitational waves emitted by it. in addition, we show that the time correlation of the intensity of gw emitted by a single pulsar is also proportional to its spin period, which implies that it can be used to determine the spin period of a pulsar.",0.31016042780748665,0.07567567567567567,0.20320855614973263,0.8623843193054199,0.8469483256340027,0.8545966148376465
test_2,test,clean,clean,none,0,3,3,1,3,21,21,1,1.0,0.047619047619047616,3,1.0,0.14285714285714285,3,1.0,0.14285714285714285,3,1.0,0.14285714285714285,1,1.0,0.047619047619047616,3,1.0,0.14285714285714285,3,1.0,0.14285714285714285,3,1.0,0.14285714285714285,1,1.0,0.047619047619047616,3,1.0,0.14285714285714285,3,1.0,0.14285714285714285,3,1.0,0.14285714285714285,0.0,pegasus_arxiv,clean_trained,clean,"starting from the wkb approximation , a new barrier penetration formula is proposed for potential barriers containing a long - range coulomb interaction . 
 this formula is especially proper for the barrier penetration with penetration energy much lower than the coulomb barrier . 
 the penetrabilities calculated from the new formula agree well with the results from the wkb method . as a first attempt , 
 this new formula is used to evaluate @xmath0 decay half - lives of atomic nuclei and a good agreement with the experiment is obtained .",a new formula is proposed for the calculation of the life of a nuclear barrier. the formula is based on the assumption that the barrier is a linear combination of the two - body potentials. it is shown that the new formula gives very good results for the life values of spherical nuclei.,0.4626865671641791,0.16666666666666666,0.2985074626865672,0.8983858823776245,0.8472620248794556,0.8720753192901611
test_3,test,clean,clean,none,0,3,3,1,3,31,31,1,1.0,0.03225806451612903,3,1.0,0.0967741935483871,3,1.0,0.0967741935483871,3,1.0,0.0967741935483871,1,1.0,0.03225806451612903,3,1.0,0.0967741935483871,3,1.0,0.0967741935483871,3,1.0,0.0967741935483871,1,1.0,0.03225806451612903,3,1.0,0.0967741935483871,3,1.0,0.0967741935483871,3,1.0,0.0967741935483871,0.0,pegasus_arxiv,clean_trained,clean,"we study a novel class of numerical integrators , the adapted nested force - gradient schemes , used within the molecular dynamics step of the hybrid monte carlo ( hmc ) algorithm . 
 we test these methods in the schwinger model on the lattice , a well known benchmark problem . 
 we derive the analytical basis of nested force - gradient type methods and demonstrate the advantage of the proposed approach , namely reduced computational costs compared with other numerical integration schemes in hmc .","the hybrid monte carlo ( hmc ) algorithm is a well - established numerical method for solving the schwinger equation in two dimensions. the algorithm is based on the use of the sexton - weingarten integrator of second order for the slow part of the action, and on the integration of the high frequency part by the so - called  leap - frog '' steps. in this paper we present a new approach to the hmc algorithm which is based upon the use, in the slow and expensive part, of force - gradient information only. we compare the performance of the new approach with that of the standard hmc scheme.",0.4545454545454546,0.13793103448275862,0.25000000000000006,0.8714656829833984,0.8785392642021179,0.8749881386756897
test_4,test,clean,clean,none,0,3,3,1,3,37,37,1,1.0,0.02702702702702703,3,1.0,0.08108108108108109,3,1.0,0.08108108108108109,3,1.0,0.08108108108108109,1,1.0,0.02702702702702703,3,1.0,0.08108108108108109,3,1.0,0.08108108108108109,3,1.0,0.08108108108108109,1,1.0,0.02702702702702703,3,1.0,0.08108108108108109,3,1.0,0.08108108108108109,3,1.0,0.08108108108108109,0.0,pegasus_arxiv,clean_trained,clean,"new methods for obtaining functional equations for feynman integrals are presented . 
 application of these methods for finding functional equations for various one- and two- loop integrals described in detail . 
 it is shown that with the aid of functional equations feynman integrals in general kinematics can be expressed in terms of simpler integrals . 
 pacs numbers : 02.30.gp , 02.30.ks , 12.20.ds , 12.38.bx + keywords : feynman integrals , functional equations     +    derivation of functional equations for feynman integrals + from algebraic relations   +    * o.v . 
 tarasov * +   ii . 
 institut fr theoretische physik , universitt hamburg , + luruper chaussee 149 , 22761 hamburg , germany + and + joint institute for nuclear research , + 141980 dubna , russian federation + : otarasov@jinr.ru +",we consider the one - loop integrals with @xmath0 propagators. we derive functional equations for these integrals. these functional equations are solved numerically.,0.2121212121212121,0.06153846153846154,0.13636363636363635,0.8893292546272278,0.7533140182495117,0.8156903982162476
test_5,test,clean,clean,none,0,3,3,1,3,34,34,1,1.0,0.029411764705882353,3,1.0,0.08823529411764706,3,1.0,0.08823529411764706,3,1.0,0.08823529411764706,1,1.0,0.029411764705882353,3,1.0,0.08823529411764706,3,1.0,0.08823529411764706,3,1.0,0.08823529411764706,1,1.0,0.029411764705882353,3,1.0,0.08823529411764706,3,1.0,0.08823529411764706,3,1.0,0.08823529411764706,0.0,pegasus_arxiv,clean_trained,clean,"in the hierarchical search for periodic sources of gravitational waves , the candidate selection , in the incoherent step , can be performed with hough transform procedures . in this paper 
 we analyze the problem of sensitivity loss due to discretization of the parameters space vs computing cost , comparing the properties of the sky hough procedure with those of a new frequency hough , which is based on a transformation from the _ time - observed frequency _ plane to the _ source frequency - spin down _ plane . 
 results on simulated peakmaps suggest various advantages in favor of the use of the frequency hough . the ones which show up to really make the difference are 1 ) the possibility to enhance the frequency resolution without relevantly affecting the computing cost . 
 this reduces the digitization effects ; 2 ) the excess of candidates due to local disturbances in some places of the sky map . 
 they do not affect the new analysis because each map is constructed for only one position in the sky . 
 + pacs . 
 numbers : 04.80nn,07.05kf,97.60jd","in this paper we present a new algorithm for the search of gravitational waves in the sky. the algorithm is based on the use of the so - called hough map, which maps the sky position of a gravitational wave source to the position of the peak of the gravitational wave spectrum. we show that this algorithm is more efficient than the previous ones, and that it can be used to search for gravitational waves with a high signal - to - noise ratio.",0.4032258064516128,0.16260162601626016,0.20967741935483872,0.8857370615005493,0.8041239380836487,0.8429597020149231
test_6,test,clean,clean,none,0,3,3,1,3,28,28,1,1.0,0.03571428571428571,3,1.0,0.10714285714285714,3,1.0,0.10714285714285714,3,1.0,0.10714285714285714,1,1.0,0.03571428571428571,3,1.0,0.10714285714285714,3,1.0,0.10714285714285714,3,1.0,0.10714285714285714,1,1.0,0.03571428571428571,3,1.0,0.10714285714285714,3,1.0,0.10714285714285714,3,1.0,0.10714285714285714,0.0,pegasus_arxiv,clean_trained,clean,"i summarize what we have learned about the nature of stars that ultimately explode as core - collapse supernovae from the examination of images taken prior to the explosion . by registering pre - supernova and post - supernova images , usually taken at high resolution using either space - based optical detectors , or ground - based infrared detectors equipped with laser guide star adaptive optics systems , nearly three dozen core - collapse supernovae 
 have now had the properties of their progenitor stars either directly measured or ( more commonly ) constrained by establishing upper limits on their luminosities . 
 these studies enable direct comparison with stellar evolution models that , in turn , permit estimates of the progenitor stars physical characteristics to be made . 
 i review progenitor characteristics ( or constraints ) inferred from this work for each of the major core - collapse supernova types ( ii - plateau , ii - linear , iib , iin , ib / c ) , with a particular focus on the analytical techniques used and the processes through which conclusions have been drawn . 
 brief discussion of a few individual events is also provided , including sn 2005gl , a type iin supernova that is shown to have had an extremely luminous  and thus very massive  progenitor that exploded shortly after a violent , luminous blue variable - like eruption phase , contrary to standard theoretical predictions .","i review the current status of our understanding of core - collapse supernovae ( cc sne ), with particular emphasis on the role of stellar evolution in shaping the properties of these explosions.",0.17872340425531916,0.06008583690987125,0.1191489361702128,0.8699173927307129,0.7777820229530334,0.8212737441062927
test_7,test,clean,clean,none,0,3,3,1,3,43,43,1,1.0,0.023255813953488372,3,1.0,0.06976744186046512,3,1.0,0.06976744186046512,3,1.0,0.06976744186046512,1,1.0,0.023255813953488372,3,1.0,0.06976744186046512,3,1.0,0.06976744186046512,3,1.0,0.06976744186046512,1,1.0,0.023255813953488372,3,1.0,0.06976744186046512,3,1.0,0.06976744186046512,3,1.0,0.06976744186046512,0.0,pegasus_arxiv,clean_trained,clean,"we present a phenomenological study of the single - transverse spin asymmetry in azimuthal correlations of two jets produced nearly `` back - to - back '' in @xmath0 collisions at rhic . 
 we properly take into account the initial- and final - state interactions of partons that can generate this asymmetry in qcd hard - scattering . using distribution functions fitted to the existing single - spin data , we make predictions for various weighted single - spin asymmetries in dijet correlations that are now readily testable at rhic .","we study the transverse spin asymmetries in @xmath0 production at rhic and lhc energies. we show that the asymmetry in the transverse momentum @xcite is dominated by the sivers effect, and that it can be understood in terms of a simple phenomenological function. this function is related to the transverse - momentum dependence of parton distributions in the nucleon.",0.4411764705882353,0.11940298507462686,0.29411764705882354,0.8930692076683044,0.8632827997207642,0.8779234886169434
test_8,test,clean,clean,none,0,3,3,1,3,35,35,1,1.0,0.02857142857142857,3,1.0,0.08571428571428572,3,1.0,0.08571428571428572,3,1.0,0.08571428571428572,1,1.0,0.02857142857142857,3,1.0,0.08571428571428572,3,1.0,0.08571428571428572,3,1.0,0.08571428571428572,1,1.0,0.02857142857142857,3,1.0,0.08571428571428572,3,1.0,0.08571428571428572,3,1.0,0.08571428571428572,0.0,pegasus_arxiv,clean_trained,clean,"kingman s coalescent is a random tree that arises from classical population genetic models such as the moran model . 
 the individuals alive in these models correspond to the leaves in the tree and the following two laws of large numbers concerning the structure of the tree - top are well - known : ( i ) the ( shortest ) distance , denoted by @xmath0 , from the tree - top to the level when there are @xmath1 lines in the tree satisfies @xmath2 almost surely ; ( ii ) at time @xmath0 , the population is naturally partitioned in exactly @xmath1 families where individuals belong to the same family if they have a common ancestor at time @xmath0 in the past . if @xmath3 denotes the size of the @xmath4th family , then @xmath5 almost surely . for both laws of large numbers 
 we prove corresponding large deviations results . for ( i ) , the rate of the large deviations is @xmath1 and we can give the rate function explicitly . for ( ii ) , the rate is @xmath1 for downwards deviations and @xmath6 for upwards deviations . for both cases 
 we give the exact rate function . 
 =     =    =     =",in this paper we study the distribution of the first term of a stochastic process on a random metric space @xmath0. we prove that the distribution is asymptotically normal and that it satisfies a large deviation principle with good rate function.,0.19534883720930232,0.04694835680751174,0.13953488372093023,0.8369355201721191,0.751610279083252,0.7919813990592957
test_9,test,clean,clean,none,0,3,3,1,3,71,71,1,1.0,0.014084507042253521,3,1.0,0.04225352112676056,3,1.0,0.04225352112676056,3,1.0,0.04225352112676056,1,1.0,0.014084507042253521,3,1.0,0.04225352112676056,3,1.0,0.04225352112676056,3,1.0,0.04225352112676056,1,1.0,0.014084507042253521,3,1.0,0.04225352112676056,3,1.0,0.04225352112676056,3,1.0,0.04225352112676056,0.0,pegasus_arxiv,clean_trained,clean,"we discuss several novel types of multi - component ( temporal and spatial ) envelope solitary waves that appear in fiber and waveguide nonlinear optics . 
 in particular , we describe multi - channel solitary waves in bit - parallel - wavelength fiber transmission systems for high performance computer networks , multi - colour parametric spatial solitary waves due to cascaded nonlinearities of quadratic materials , and quasiperiodic envelope solitons due to quasi - phase - matching in fibonacci optical superlattices .    2","we present a theoretical study of the propagation of short - wavelength solitons in nonlinear optical fibers. we show that, in the presence of a weak nonlinearity, the soliton can propagate in the form of a two - mode solitonic branch, which is characterized by a bifurcation of the central - wavelength branch. the bifurcating branch is shown to be stable with respect to perturbations of the nonlinear mode coupling.",0.23529411764705882,0.01492537313432836,0.16176470588235295,0.868887722492218,0.8446387052536011,0.8565915822982788
